OBJECTID,businessUnit_name,businessUnit_number,Description,Type,Address,City,County,State,Postal Code,Operation Status,GlobalID,x,y
31340,"PARKER, AZ",4543,WM Supercenter,Retail,100 W RIVERSIDE DR,PARKER,LA PAZ,AZ,85344-5205,Open,833dc2bd-18c7-4546-aa2f-157087f967ac,-12721342.9428,4049951.3862
31342,WILSON NC,4545,Neighborhood Market,Retail,2700 WARD BLVD,WILSON,WILSON,NC,27893-1756,Open,80508b31-401e-4db9-99eb-b7193c56f421,-8675045.0958,4266588.663
31343,VERO BEACH FL,4546,Neighborhood Market,Retail,1750 US HIGHWAY 1,VERO BEACH,INDIAN RIVER,FL,32960-5545,Open,4f4cdab0-4069-458f-b524-4b152ebc2ba2,-8948699.1284,3202836.5703
31351,KANSAS CITY (BLUE RDG) MO,4553,WM Supercenter,Retail,11601 E US HIGHWAY 40,KANSAS CITY,JACKSON,MO,64133-1908,Open,4b6b6cae-5c8c-4d0f-85ab-350c14e45035,-10513345.2218,4728094.5479
31352,"AUSTIN (NORTHCROSS), TX",4554,WM Supercenter,Retail,2525 W ANDERSON LN,AUSTIN,TRAVIS,TX,78757-1180,Open,ac94c643-06a9-4dee-8863-8e6f47dc259d,-10879798.8555,3549329.5531
31354,"SAVANNAH (MALL), GA",4556,WM Supercenter,Retail,14030 ABERCORN ST,SAVANNAH,CHATHAM,GA,31419-1935,Open,4a6b3c03-5d77-485c-9e6c-50fc985774bc,-9036193.5765,3760799.1231
31355,"LAS VEGAS (MCLEOD), NV",4557,WM Supercenter,Retail,3075 E TROPICANA AVE,LAS VEGAS,CLARK,NV,89121-7311,Open,f7a3db3f-b3f3-45f1-b300-f3624d897abe,-12813797.2308,4314112.7599
31356,"COVINGTON (W), GA",4558,WM Supercenter,Retail,4200 SALEM RD,COVINGTON,NEWTON,GA,30016-4533,Open,65567e2b-f236-4ba6-8c42-0396d0740f7a,-9346298.397,3972167.2834
31358,BROWNSVILLE TX,456,WM Supercenter,Retail,3500 W ALTON GLOOR BLVD,BROWNSVILLE,CAMERON,TX,78520-9286,Open,55540516-0d77-4ca8-a9bb-932f218f8fe5,-10855923.719,2996022.931
31359,"WEST PALM BEACH (OKE), FL",4560,Neighborhood Market,Retail,6901 OKEECHOBEE BLVD,WEST PALM BEACH,PALM BEACH,FL,33411-2511,Open,faeab1e9-7e70-40e6-99fa-308490186837,-8922288.4679,3087327.4411
31360,JACKSONVILLE PRINCETON SQ FL,4561,Neighborhood Market,Retail,9550 BAYMEADOWS RD,JACKSONVILLE,DUVAL,FL,32256-0749,Open,51b471e8-4cc0-4c17-9a83-6ef339e5e396,-9079148.0944,3531776.645
31362,DANIA BEACH FL,4563,Neighborhood Market,Retail,401 E SHERIDAN ST,DANIA BEACH,BROWARD,FL,33004-4603,Open,95df040f-01f6-4a1b-b519-0316d919300a,-8920745.5797,3003424.0469
31363,"GOLDSBORO (W), NC",4564,WM Supercenter,Retail,2908 US HIGHWAY 70 W,GOLDSBORO,WAYNE,NC,27530-9560,Open,cd67f019-0422-4da7-8f94-213cdd5cf134,-8689790.0303,4222685.1395
31364,THE VILLAGES S FL,4565,Neighborhood Market,Retail,270 HEALD WAY,THE VILLAGES,SUMTER,FL,32163-6072,Open,8bd03f2c-0fc5-466e-b684-be59a367e5a4,-9123332.5814,3358327.6873
31366,"BRIGHTON, CO",4567,WM Supercenter,Retail,7101 E 128TH AVE,BRIGHTON,ADAMS,CO,80602-9101,Open,32ba4946-8eef-438f-8f87-860b119c3632,-11678071.1466,4855939.9007
31367,"BLAIR, NE",4568,WM Supercenter,Retail,1882 HOLLY ST,BLAIR,WASHINGTON,NE,68008-6309,Open,6ff2d108-94f8-4dc0-b945-cf549880bbb2,-10702348.4627,5090245.7217
31368,"BOTTINEAU, ND",4569,WM Supercenter,Retail,912 11TH ST E,BOTTINEAU,BOTTINEAU,ND,58318-1854,Open,04cf73a0-f861-4047-a086-9b21a4d25220,-11180092.978,6244128.5135
31369,VIDOR TX,457,WM Supercenter,Retail,1360 N MAIN ST,VIDOR,ORANGE,TX,77662-3727,Open,cd9c9320-d9fe-4432-909a-023873b75ab0,-10465637.8069,3521988.9749
31370,"ELLENVILLE, NY",4570,WM Supercenter,Retail,7500 ROUTE 209,NAPANOCH,ULSTER,NY,12458-0000,Open,e9bfeab0-63b6-4c46-aded-eb33ca60435e,-8278903.3332,5122477.5869
31374,"CONCORD (MILLS), NC",4574,WM Supercenter,Retail,5825 THUNDER RD,CONCORD,CABARRUS,NC,28027-7270,Open,a8045d27-3f84-46c3-a9b7-89e3605b1959,-8986247.4153,4215466.0247
31377,RUSTON LA TECH UNIVERSITY LA,4577,Neighborhood Market,Retail,321 W CALIFORNIA AVE,RUSTON,LINCOLN,LA,71270-5042,Open,4948355d-d042-4ec7-a8a2-d70307e41153,-10312960.231,3832123.2996
31379,FORT SMITH S AR,4579,Neighborhood Market,Retail,8600 HWY 71 S,FORT SMITH,SEBASTIAN,AR,72908-8042,Open,9f2ca2df-c805-4547-8bb2-4cfffe40918b,-10507971.7187,4205195.3611
31380,ARANSAS PASS TX,458,WM Supercenter,Retail,2501 W WHEELER AVE,ARANSAS PASS,SAN PATRICIO,TX,78336-5916,Open,9abd3a24-5f80-4dbc-99ac-2ec45bfbb252,-10817648.8498,3239212.1171
31381,"VESTAVIA HILLS, AL",4580,Neighborhood Market,Retail,1300 MONTGOMERY HWY,VESTAVIA HILLS,JEFFERSON,AL,35216-2702,Open,0dc4e12c-900f-43f2-873b-f22b218e9bc3,-9661621.4301,3952337.9444
31382,"MOBILE (DAWES), AL",4581,WM Supercenter,Retail,2500 DAWES RD,MOBILE,MOBILE,AL,36695-9050,Open,1f172c86-3c1f-4115-bb09-ee75a4cb11da,-9823544.8689,3585968.3483
31383,NAVARRE FL,4582,Neighborhood Market,Retail,7360 NAVARRE PKWY,NAVARRE,SANTA ROSA,FL,32566-7752,Open,f3d8be38-145d-4bd7-a6b3-a08102f0fdf9,-9675301.371,3555475.0561
31384,"GREENVILLE (NE), SC",4583,WM Supercenter,Retail,3925 PELHAM RD,GREENVILLE,GREENVILLE,SC,29615-5004,Open,a0b1708b-9732-45e3-b0db-ab673b8a0a4d,-9157560.4305,4145107.8642
31386,OWASSO OK,4585,Neighborhood Market,Retail,11551 N 129TH EAST AVE,OWASSO,TULSA,OK,74055-7446,Open,6fd88427-4d70-4747-bd4e-849d0eedf415,-10667611.7722,4344930.3107
31387,BILOXI POPPS FERRY MS,4586,Neighborhood Market,Retail,1820-A POPPS FERRY RD,BILOXI,HARRISON,MS,39532-2104,Open,14a7302e-5f35-4ea7-8969-b15d627dc0c8,-9901226.2813,3560788.1061
31389,"ORLANDO (PRINCETON), FL",4588,WM Supercenter,Retail,3101 W PRINCETON ST,ORLANDO,ORANGE,FL,32808-5600,Open,2f1cd8c4-2da8-40e8-a5e5-cc447a20ac64,-9063345.5135,3321196.7451
31390,CLARKSVILLE  TN,4589,Neighborhood Market,Retail,216 DOVER RD,CLARKSVILLE,MONTGOMERY,TN,37042-4156,Open,955f638d-cf3f-4eb6-a5a0-3cacf78ff5f8,-9728917.6245,4376467.2024
31391,COVINGTON GA,459,WM Supercenter,Retail,10300 INDUSTRIAL BLVD NE,COVINGTON,NEWTON,GA,30014-1477,Open,e18ff1e8-9bec-4ae3-84eb-7845a61fbb42,-9331929.7224,3976673.4987
31392,"LEES SUMMIT (S), MO",4590,WM Supercenter,Retail,3410 SW MARKET ST,LEES SUMMIT,JACKSON,MO,64082-2309,Open,9d181bd3-0268-4710-a1ce-c4038d286e8c,-10506129.203,4701212.5739
31393,CLARKSVILLE TINY TOWN NW TN,4591,Neighborhood Market,Retail,408 TINY TOWN RD,CLARKSVILLE,MONTGOMERY,TN,37042-5642,Open,f675c572-1170-436a-9617-95afc6ba59e6,-9731840.9856,4388296.6662
31395,"ROCK HILL, SC",4593,WM Supercenter,Retail,4875 OLD YORK RD,ROCK HILL,YORK,SC,29732-8127,Open,a051836a-783f-4270-9530-e61b3214db2a,-9026881.2558,4161066.6862
31396,"CHERRYVILLE, NC",4594,WM Supercenter,Retail,2505 LINCOLNTON HWY,CHERRYVILLE,GASTON,NC,28021-8346,Open,f25206af-6f5e-4972-b4fa-590fa8dce914,-9054779.8126,4218513.1326
31397,"PLANTATION, FL",4595,Neighborhood Market,Retail,1885 N PINE ISLAND RD,PLANTATION,BROWARD,FL,33322-5208,Open,c803ce4f-18d2-47bf-afc1-ae1b6745cec2,-8935629.107,3017594.4622
31399,"NORTH TONAWANDA, NY",4597,WM Supercenter,Retail,886 NIAGARA FALLS BLVD,NORTH TONAWANDA,NIAGARA,NY,14120-2006,Open,8752fde6-c925-4b86-8953-4d2d5a8a99ea,-8776837.0854,5320494.0215
31401,"TIMNATH, CO",4599,WM Supercenter,Retail,4500 WEITZEL ST,TIMNATH,LARIMER,CO,80547-4416,Open,c3e03566-ab73-452f-8b5b-e4520d97c980,-11687488.4415,4942767.4187
31402,BOLIVAR MO,46,WM Supercenter,Retail,2451 S SPRINGFIELD AVE,BOLIVAR,POLK,MO,65613-9123,Open,4d9dfc7b-603d-431e-825c-2e6d2658a846,-10397682.9351,4521909.2956
31404,"GRETNA, NE",4600,WM Supercenter,Retail,11350 WICKERSHAM BLVD,GRETNA,SARPY,NE,68028-6979,Open,363778c6-9d9e-4dff-a208-61de9d5814b0,-10705106.2917,5033521.5174
31405,"LAS CRUCES (N), NM",4601,WM Supercenter,Retail,3331 RINCONADA BLVD,LAS CRUCES,DONA ANA,NM,88011-7193,Open,3a256f4e-8c4f-49a9-b777-49f8284f5738,-11882908.2491,3810692.7541
31407,"TUCSON (CRAYCROFT), AZ",4603,Neighborhood Market,Retail,5500 E 22ND ST,TUCSON,PIMA,AZ,85711-5523,Open,a93704d5-fdb0-4ede-b1ff-b72ee2e0122b,-12342435.4411,3790353.2587
31409,TYLER JACKSONVILLE TX,4605,Neighborhood Market,Retail,5976 OLD JACKSONVILLE HWY,TYLER,SMITH,TX,75703-0582,Open,8195f4fc-32dc-4610-9c32-30138c371644,-10612136.8171,3800455.4071
31410,"OSCEOLA, IA",4606,WM Supercenter,Retail,2400 COLLEGE DR,OSCEOLA,CLARKE,IA,50213-8235,Open,195eee3f-0cf1-49e2-9850-efd9bf683204,-10441783.7098,5015776.3603
31411,"LEXINGTON (PALOMAR), KY",4607,Neighborhood Market,Retail,3735 PALOMAR CENTRE DR,LEXINGTON,FAYETTE,KY,40513-1147,Open,b2e86063-21fe-40b4-9853-1e439da2662c,-9414496.502,4580100.3822
31413,"CINCINNATI (COLERAIN), OH",4609,WM Supercenter,Retail,10240 COLERAIN AVE,CINCINNATI,HAMILTON,OH,45251-4904,Open,301288c7-abdd-4a51-bc61-879c483f605a,-9417372.2184,4759075.5112
31414,EAGLE PASS TX,461,WM Supercenter,Retail,496 S BIBB AVE,EAGLE PASS,MAVERICK,TX,78852-5063,Open,f95b1c74-86ae-4ad4-8654-92152a600a88,-11185472.4924,3337670.5618
31416,"SHAWNEE (W), KS",4611,WM Supercenter,Retail,5701 SILVERHEEL ST,SHAWNEE,JOHNSON,KS,66226-3910,Open,dbbf34f3-3e0d-45ed-a99e-52122d561d9b,-10558637.6717,4725266.997
31417,"HAMBURG, PA",4612,WM Supercenter,Retail,1800 TILDEN RIDGE,HAMBURG,BERKS,PA,19526-8181,Open,b52c40fc-4ed9-46e9-850a-365d94dd42a3,-8461644.8527,4948261.5279
31420,"TULSA (GLENPOOL), OK",4615,WM Supercenter,Retail,12200 S WACO AVE,GLENPOOL,TULSA,OK,74033-5655,Open,68517aa1-e4ad-4bde-b2e4-65982be8230d,-10688250.4058,4298399.2469
31421,"CLEVELAND, GA",4616,WM Supercenter,Retail,260 DONALD E THURMOND PKWY,CLEVELAND,WHITE,GA,30528-7185,Open,cb088551-d605-40a8-a44c-dd22a57aa758,-9324010.8991,4106826.8528
31422,"POMPANO BEACH, FL",4617,Neighborhood Market,Retail,1199 S FEDERAL HWY,POMPANO BEACH,BROWARD,FL,33062-7067,Open,468438ce-93ff-41f9-9dc2-1a1d140de6de,-8917644.2187,3025867.091
31423,LEAGUE CITY LANDING TX,4618,Neighborhood Market,Retail,2625 W MAIN ST,LEAGUE CITY,GALVESTON,TX,77573-1813,Open,a6be021e-d733-4230-9996-5c6a4075060b,-10589332.3515,3439317.7878
31424,TUPELO  MS,4619,Neighborhood Market,Retail,316 S GLOSTER ST,TUPELO,LEE,MS,38801-4748,Open,98c8dcdc-ebce-46cb-b8d6-b6a484c27d03,-9875677.3449,4063039.0913
31425,ALVIN TX,462,WM Supercenter,Retail,400 HIGHWAY 35 BYP N,ALVIN,BRAZORIA,TX,77511-8718,Open,f1ef6e8b-3bdb-4f35-b124-8028d9f080d7,-10601043.9412,3429427.0948
31429,"NEWPORT NEWS (S), VA",4623,WM Supercenter,Retail,6111 JEFFERSON AVE,NEWPORT NEWS,NEWPORT NEWS CITY,VA,23605-1511,Open,b5f20d2f-a393-4b73-84c5-d89621bec8d8,-8510217.4427,4442166.2183
31431,GARDEN CITY KS,4625,Neighborhood Market,Retail,2424 N TAYLOR AVE,GARDEN CITY,FINNEY,KS,67846-2627,Open,7fe7fd7b-9628-43f8-9a96-766110a0434d,-11230085.7821,4577589.6529
31432,JUNCTION CITY KS,4626,Neighborhood Market,Retail,1723 MCFARLAND ROAD,JUNCTION CITY,GEARY,KS,66441-0000,Open,99887221-9671-4b48-b38d-98d05f3fd487,-10782617.8305,4724214.2835
31433,"DENTON (NW), TX",4627,WM Supercenter,Retail,2750 W UNIVERSITY DR,DENTON,DENTON,TX,76201-1628,Open,36876866-fb8f-45fc-abb7-686d8d13bfc0,-10816700.6304,3926287.1161
31436,BEEVILLE TX,463,WM Supercenter,Retail,502 E FM 351,BEEVILLE,BEE,TX,78102-2208,Open,307939f6-86ba-4ec7-80ce-4e097a99bad3,-10881847.2454,3302279.3468
31438,"HAMMOND (N), IN",4631,WM Supercenter,Retail,1100 5TH AVE,HAMMOND,LAKE,IN,46320-1002,Open,1469404c-8f45-44ac-9379-ade7e479a01f,-9742644.8762,5115051.8558
31442,SAN ANTONIO FOSTER TX,3112,WM Supercenter,Retail,4096 N FOSTER RD,SAN ANTONIO,BEXAR,TX,78244-1874,Open,9d2bc65c-bb75-4503-aa1e-62bae555d283,-10949040.1353,3434970.5587
31443,"ENGLEWOOD (N), CO",2751,WM Supercenter,Retail,601 ENGLEWOOD PKWY,ENGLEWOOD,ARAPAHOE,CO,80110-2374,Open,94fbb517-7d33-4c54-aea3-c9ec96747bc0,-11687966.1135,4816098.291
31445,"COMMERCE CITY, CO",2752,WM Supercenter,Retail,5990 DAHLIA ST,COMMERCE CITY,ADAMS,CO,80022-3708,Open,e4a7f6f3-20ad-48d7-aa53-ebb043636dbd,-11680545.6675,4837581.6941
31446,"CANTON, MI",3476,WM Supercenter,Retail,39500 FORD RD,CANTON,WAYNE,MI,48187-4311,Open,e0628862-93cc-4eb6-b704-175a449658ad,-9287421.407,5209868.7325
31447,SAUGUS MA,3114,WM Supercenter,Retail,770 BROADWAY,SAUGUS,ESSEX,MA,01906-3202,Open,7e8f4258-a742-4db1-b664-aa39f96ffbfe,-7906304.0845,5231966.857
31451,DECATUR  GA,3118,WM Supercenter,Retail,2525 N DECATUR RD,DECATUR,DEKALB,GA,30033-6126,Open,915433b6-a8d2-44d1-94f0-78d9cdafe9ff,-9383064.5532,4000951.1229
31452,PANAMA CITY PIER PARK FL,3119,WM Supercenter,Retail,15495 PANAMA CITY BEACH PKWY,PANAMA CITY BEACH,BAY,FL,32413-0000,Open,f04140e0-475a-4a8a-8c84-a775c82ec463,-9558571.7529,3531609.816
31453,VILLE PLATTE LA,312,WM Supercenter,Retail,891 E LASALLE ST,VILLE PLATTE,EVANGELINE,LA,70586-4001,Open,28915f1c-24ef-4f1f-8219-fa8f4db5e404,-10270444.0892,3592199.3813
31457,SANTA CLARA MERCADO CA,3123,Neighborhood Market,Retail,3255 MISSION COLLEGE BLVD,SANTA CLARA,SANTA CLARA,CA,95054-1829,Open,3b640050-3b48-416a-b5e4-a70614484eea,-13579365.3026,4493616.6218
31460,CENTENNIAL SMOKY HILL CO,3126,Neighborhood Market,Retail,16746 E SMOKY HILL RD,CENTENNIAL,ARAPAHOE,CO,80015-2472,Open,4241a2a3-0943-40ff-9cb5-c75acfcc685a,-11665619.7276,4811634.7286
31461,DENVER CHAMBERS CO,3127,Neighborhood Market,Retail,5141 CHAMBERS RD,DENVER,DENVER,CO,80239-4231,Open,42e0a65d-90e9-4147-a7d2-3599e144aa15,-11667552.1226,4834922.0579
31462,DENVER PARKER CO,3128,Neighborhood Market,Retail,1442 S PARKER RD,DENVER,DOUGLAS,CO,80231-2707,Open,7cd57cc8-1dbc-4432-9aa3-d003f8462a99,-11676157.1192,4821039.6339
31464,HIGH RIDGE MO,313,WM Supercenter,Retail,2700 RIDGE POINT DR,HIGH RIDGE,JEFFERSON,MO,63049-2201,Open,7336b5b5-99dc-4a05-b4c6-c4cf839b3a15,-10076853.2608,4644920.3984
31466,RIALTO CA,3131,Neighborhood Market,Retail,300 W BASE LINE RD,RIALTO,SAN BERNARDINO,CA,92376-3347,Open,f5a343dc-e248-4c9c-befb-22e95faeac6a,-13066040.5177,4045298.3022
31467,POMONA ARROW AND TOWNE CA,3132,Neighborhood Market,Retail,778 E ARROW HWY,POMONA,LOS ANGELES,CA,91767-2270,Open,3ce926bb-c814-4d0b-9200-cd7b3734e53d,-13106478.2133,4040708.4153
31468,LA PUENTE CA,3133,Neighborhood Market,Retail,1425 N HACIENDA BLVD,LA PUENTE,LOS ANGELES,CA,91744-1133,Open,74aba301-8079-43c5-b6e8-0681572daf9a,-13130115.1261,4035137.1616
31470,FORT WORTH TX,3135,Neighborhood Market,Retail,717 W BERRY ST,FORT WORTH,TARRANT,TX,76110-3530,Open,298adbb2-9a0d-4ba5-8adb-262e8e2af6e4,-10834975.7285,3856163.5787
31471,HORIZON CITY TX,3136,WM Supercenter,Retail,13900 HORIZON BLVD,HORIZON CITY,EL PASO,TX,79928-6557,Open,acc65f47-bbbb-496c-a79e-fd6189933699,-11822222.0948,3721374.2474
31472,FAIRVIEW TN,3137,WM Supercenter,Retail,7100 HOPGOOD RD,FAIRVIEW,WILLIAMSON,TN,37062-0000,Open,02dc0c38-7e12-4d75-b567-fe8f9b0a87b3,-9700382.5428,4295533.6233
31473,BAKERSFIELD CALLOWAY CA,3138,Neighborhood Market,Retail,5625 CALLOWAY DR,BAKERSFIELD,KERN,CA,93312-9726,Open,7485a212-185f-47e9-afab-486d42a79bfd,-13259556.3168,4219999.373
31474,BAKERSFIELD ALLEN CA,3139,Neighborhood Market,Retail,1249 ALLEN RD,BAKERSFIELD,KERN,CA,93314-9748,Open,46a9d85b-1fdc-4f41-bca9-29fa3810c56d,-13263450.7178,4214297.1094
31475,FAYETTEVILLE TN,314,WM Supercenter,Retail,1224 HUNTSVILLE HWY,FAYETTEVILLE,LINCOLN,TN,37334-3618,Open,f3d3e7c4-9148-4058-afb1-1ac2891fbfef,-9636325.189,4182461.9737
31476,BAKERSFIELD DAY CA,3140,Neighborhood Market,Retail,3111 NORTH CHESTER,BAKERSFIELD,KERN,CA,93308-0000,Open,c51d232d-dcc2-4954-9ed6-489a8d564990,-13249500.4932,4223088.9969
31477,BAKERSFIELD OSWELL CA,3141,Neighborhood Market,Retail,5037 E BRUNDAGE LN,BAKERSFIELD,KERN,CA,93307-2907,Open,85c144dc-9e7b-41f8-a35f-2d21344f5ab6,-13241186.3744,4212009.3322
31479,TUCSON CAMINO SECO AZ,3143,Neighborhood Market,Retail,8640 E BROADWAY BLVD,TUCSON,PIMA,AZ,85710-4014,Open,91332c64-fc7e-49ec-87a0-3e61150dd443,-12335067.9832,3792200.79
31480,MILWAUKIE OR,3144,Neighborhood Market,Retail,15600 SE MCLOUGHLIN BLVD,MILWAUKIE,CLACKAMAS,OR,97267-3857,Open,62579008-06bf-401b-8e4a-6225376bef02,-13650647.7367,5686376.1541
31481,VANCOUVER GRAND WA,3145,Neighborhood Market,Retail,2201 GRAND BLVD,VANCOUVER,CLARK,WA,98661-0000,Open,b65ba0e7-25a8-4add-8b0b-347926a31ddb,-13652316.6385,5722268.1546
31482,CORVALLIS OR,3146,Neighborhood Market,Retail,1840 NW 9TH ST,CORVALLIS,BENTON,OR,97330-2143,Open,f0c42c43-2981-4b63-a5f4-e380b6b6e0dc,-13721110.5253,5556724.9587
31483,SIMI VALLEY TAPO CA,3147,Neighborhood Market,Retail,2204 TAPO ST,SIMI VALLEY,VENTURA,CA,93063-3022,Open,5525c138-f523-4403-8a8b-1f23d67b0d7e,-13214485.3927,4065889.2904
31486,ONEONTA AL,315,WM Supercenter,Retail,2453 2ND AVE E,ONEONTA,BLOUNT,AL,35121-2791,Open,0062ba68-bef1-4f0c-96dc-8a00152e5515,-9623191.3815,4024937.9612
31487,COUNCIL BLUFFS IA,3150,WM Supercenter,Retail,1800 N 16TH ST,COUNCIL BLUFFS,POTTAWATTAMIE,IA,51501-0123,Open,0cdaa2c5-1682-423b-aa47-70946d8b5d2d,-10672072.1215,5053710.7776
31488,OMAHA 50TH & AMES NE,3151,WM Supercenter,Retail,5018 AMES AVE,OMAHA,DOUGLAS,NE,68104-2323,Open,425c09c1-0961-4bbf-9f22-1b6ab053f21b,-10685719.8911,5057006.6511
31489,OMAHA 90TH & LAKE NE,3152,Neighborhood Market,Retail,2451 NORTH 90TH STREET,OMAHA,DOUGLAS,NE,68134-0000,Open,85cf50ea-d366-4aff-9397-1603eea02f12,-10692389.9324,5053875.6483
31490,OMAHA 168TH ST & HARRISON ST NE,3153,Neighborhood Market,Retail,6710 S 167TH ST,OMAHA,DOUGLAS,NE,68135-5421,Open,e596ce19-45d4-4e55-9e4f-0cec570b20f2,-10706319.5629,5040693.3861
31491,BELLEVUE CAPEHEART RD & SCARBOROUGH NE,3154,Neighborhood Market,Retail,2109 TOWNE CENTER DR,BELLEVUE,SARPY,NE,68123-0000,Open,dbcd8c6c-0d2c-4e29-948c-b4e727467e4d,-10680301.1923,5029507.3572
31492,DERBY KS,3155,Neighborhood Market,Retail,1106 S ROCK RD,DERBY,SEDGWICK,KS,67037-3989,Open,5edf895f-2da0-4217-a8f2-d0c2dc43fe43,-10824973.1157,4513634.4605
31493,HAMPTON MERCURY VA,3156,Neighborhood Market,Retail,117 MARKETPLACE DRIVE,HAMPTON,HAMPTON CITY,VA,23666-0000,Open,4f7d0bac-fb9d-4b39-961e-6188ce55084a,-8505208.8449,4444228.6891
31494,NEWPORT NEWS HARPERSVILLE VA,3157,Neighborhood Market,Retail,11214 JEFFERSON AVE,NEWPORT NEWS,NEWPORT NEWS,VA,23601-2207,Open,1e09f44a-0661-4e70-84ec-f7dcdb935694,-8512057.4426,4447698.328
31496,TETERBORO NJ,3159,WM Supercenter,Retail,1 TETERBORO LANDING DR,TETERBORO,BERGEN,NJ,07608-1120,Open,f3f9cadb-b40e-4e78-9d3d-7c8f79327e76,-8244598.785,4992103.0414
31497,ATTALLA AL,316,WM Supercenter,Retail,973 GILBERT FERRY RD SE,ATTALLA,ETOWAH,AL,35954-3339,Open,e86fb00e-f690-4fc7-8f1b-11aa1d8b7dab,-9583897.605,4027964.3116
31499,SOUTH PASEDENA FL,3161,Neighborhood Market,Retail,6850 GULFPORT BLVD S,PASADENA,PINELLAS,FL,33707-2108,Open,1c4e43c4-3f5a-4275-9a34-cc342a4df759,-9209933.3566,3218400.5082
31500,ORLANDO MICHIGAN FL,3162,Neighborhood Market,Retail,2715 S ORANGE AVE,ORLANDO,ORANGE,FL,32806-5403,Open,8529b65d-0c8c-4862-a4fd-bc164f2c2804,-9058617.6634,3313666.4273
31501,HOLLYWOOD FL,3163,WM Supercenter,Retail,301 S STATE ROAD 7,HOLLYWOOD,BROWARD,FL,33023-0000,Open,55a2fa9f-1ef0-4318-8cb9-89406699d676,-8928308.292,3000019.4176
31502,BENTONVILLE AR,3164,Neighborhood Market,Retail,205 NORTH MAIN STREET,BENTONVILLE,BENTON,AR,72712-8641,Open,f2608f35-9b86-40df-90fd-35a5693554da,-10487314.4947,4352161.5993
31505,New Orleans Gentilly,3167,WM Supercenter,Retail,4301 CHEF MENTEUR HWY,NEW ORLEANS,ORLEANS,LA,70126-4919,Open,fa3793df-1c8a-4993-af53-d87df74bbf55,-10022974.7386,3504270.2058
31506,Conway AR,3168,Neighborhood Market,Retail,2550 PRINCE ST,CONWAY,FAULKNER,AR,72034-3756,Open,40eff0f5-5b15-41d3-bdb4-fdef51073740,-10292928.9565,4176750.7436
31507,Manor TX,3169,WM Supercenter,Retail,11923 US HIGHWAY 290 E,MANOR,TRAVIS,TX,78653-4321,Open,3be401a9-6959-4a2b-847d-a26f16d3c09d,-10858537.2223,3548314.5673
31508,VANDALIA IL,317,WM Supercenter,Retail,201 MATTES AVE,VANDALIA,FAYETTE,IL,62471-2063,Open,6369694a-bdc2-4a7b-8a69-76bb4f25537a,-9922498.1001,4716858.0849
31509,Elgin TX,3170,WM Supercenter,Retail,1320 W HWY 290,ELGIN,BASTROP,TX,78621-0000,Open,6fb2f26a-3738-4445-a7b6-13b499f9dc2d,-10841415.1158,3548560.3179
31511,Omaha 50th St & L St NE,3172,Neighborhood Market,Retail,5051 L ST,OMAHA,DOUGLAS,NE,68117-1328,Open,5bdc862b-1557-4f34-855a-67cd27007251,-10685918.2624,5043645.5109
31512,La Vista 96th & Giles NE,3173,Neighborhood Market,Retail,9460 GILES RD,LA VISTA,SARPY,NE,68128-3064,Open,0c79ac47-761c-48db-89cb-d40d8b6ec684,-10693344.3857,5038581.3042
31514,Colorado Springs Austin Bluffs CO,3175,Neighborhood Market,Retail,4142 AUSTIN BLUFFS PKWY,COLORADO SPRINGS,EL PASO,CO,80918-2928,Open,9766ec5b-dcd3-4052-8c2a-1077a6f0b70d,-11661331.5895,4706312.1146
31515,Colorado Springs Union CO,3176,Neighborhood Market,Retail,1725 N UNION BLVD,COLORADO SPRINGS,EL PASO,CO,80909-0000,Open,c22c908b-6d09-462b-abab-c23d4f7280c1,-11665492.3781,4701287.7532
31516,Fort Collins S CO,3177,WM Supercenter,Retail,4625 S MASON ST,FORT COLLINS,LARIMER,CO,80525-3740,Open,904935bc-9595-4c1e-aa8a-37171ce42832,-11697398.7705,4941987.1483
31517,Gresham Powell OR,3178,Neighborhood Market,Retail,2444 E POWELL BLVD,GRESHAM,MULTNOMAH,OR,97080-1311,Open,750d996b-e324-447b-ab25-1cc9b3bd8c74,-13626381.2009,5699445.8013
31518,Thousand Oaks CA,3179,Neighborhood Market,Retail,512 N VENTU PARK Rd,THOUSAND OAKS,VENTURA,CA,91320-2709,Open,deb02c87-357b-488f-aab2-d5c57c5a4aeb,-13236898.5703,4053844.2734
31519,ARKADELPHIA AR,318,WM Supercenter,Retail,109 WP MALONE DR,ARKADELPHIA,CLARK,AR,71923-8111,Open,f97ed7ba-a3eb-4265-b4c3-0cbff98313ca,-10363461.8764,4044909.5555
31520,Southgate CA,3180,WM Supercenter,Retail,4651 FIRESTONE BLVD,SOUTH GATE,LOS ANGELES,CA,90280-0000,Open,a3217ab6-573a-4b23-94f0-c72eb3daf947,-13156578.2181,4022739.4838
31522,Chapel Hill NC,3182,WM Supercenter,Retail,12500 US 15 501 N,CHAPEL HILL,CHATHAM,NC,27517-6024,Open,d492ecbe-129e-490b-9fc5-70dec91b1087,-8803318.7677,4281184.1381
31523,Homestead FL,3183,Neighborhood Market,Retail,1499 SOUTH DIXIE HWY,HOMESTEAD,MIAMI-DADE,FL,33033-0000,Open,7f67278b-b736-4d21-a259-8299dc278d4c,-8956709.9016,2935317.1434
